Temperature,Humidity,Precipitation (%),UV Index,Pressure,hour_of_day,day_of_week,month,Condition,Target_Condition
24.75,58.8,2.14,5.42,1015.43,17,4,1,Sunny,Sunny
36.53,47.08,5.47,7.79,1014.11,14,4,2,Sunny,Sunny
27.03,43.08,38.7,0.0,1026.76,2,6,1,Sunny,Cloudy
32.17,26.63,4.34,6.22,1017.61,9,5,1,Sunny,Sunny
42.05,57.26,38.79,0.0,1010.85,21,2,7,Sunny,Sunny
38.41,39.48,32.86,6.18,1027.37,9,4,12,Sunny,Sunny
22.24,65.53,68.1,0.0,995.67,22,6,7,Cloudy,Cloudy
12.2,54.7,9.62,2.01,1009.07,17,0,1,Cloudy,Sunny
17.42,81.76,32.91,5.25,1011.22,14,1,10,Cloudy,Cloudy
25.12,84.29,76.33,0.81,983.29,12,5,6,Rainy,Cloudy
29.13,34.14,10.17,7.59,1022.51,14,2,11,Sunny,Rainy
39.94,26.1,31.57,5.63,1017.87,17,3,6,Sunny,Sunny
16.67,70.04,35.94,0.0,999.12,2,4,12,Cloudy,Rainy
19.67,92.39,98.14,1.95,1010.04,14,4,7,Rainy,Cloudy
20.3,28.27,16.23,4.75,1007.9,18,4,12,Sunny,Rainy
45.98,55.93,12.48,2.35,1004.39,7,0,5,Sunny,Rainy
31.37,69.26,6.97,8.22,1020.23,14,3,10,Sunny,Sunny
19.79,87.56,31.64,1.48,982.94,11,5,5,Rainy,Rainy
31.93,66.79,40.09,0.0,1006.68,2,6,6,Cloudy,Cloudy
39.63,55.22,27.71,2.62,1019.92,8,6,10,Sunny,Sunny
37.93,45.62,37.82,0.0,1025.41,5,1,2,Sunny,Cloudy
17.09,92.44,28.32,1.35,993.93,15,6,7,Rainy,Rainy
13.93,63.22,53.07,5.32,1020.3,15,5,12,Cloudy,Cloudy
26.04,25.6,37.45,11.16,1012.37,14,2,1,Sunny,Sunny
21.66,82.96,52.79,0.02,994.17,7,0,9,Rainy,Rainy
28.79,58.62,15.91,7.39,1019.62,17,3,9,Sunny,Sunny
-0.08,70.35,73.45,0.2,1002.99,18,2,12,Rainy,Cloudy
10.37,67.4,51.53,1.0,994.06,9,3,2,Rainy,Cloudy
27.87,48.63,43.54,3.72,1020.4,12,1,3,Cloudy,Cloudy
39.12,35.8,23.98,5.26,1001.27,17,2,5,Sunny,Cloudy
0.48,66.75,46.42,0.0,1012.7,20,2,1,Rainy,Cloudy
11.46,69.37,61.81,0.23,976.98,19,0,6,Rainy,Rainy
8.77,87.01,77.23,0.0,994.53,5,0,10,Rainy,Rainy
13.49,58.96,39.9,0.43,1005.59,11,6,9,Rainy,Rainy
4.49,81.47,39.08,0.38,1008.41,14,6,1,Rainy,Rainy
29.89,84.59,38.88,3.42,996.24,10,6,3,Cloudy,Cloudy
45.73,61.27,35.42,7.88,1022.58,14,5,5,Sunny,Cloudy
20.19,59.32,26.05,0.57,997.26,7,5,1,Cloudy,Sunny
33.53,38.75,1.1,5.03,1006.13,16,4,3,Sunny,Sunny
24.92,55.55,39.94,0.69,1021.98,19,4,5,Cloudy,Cloudy
25.78,87.42,74.07,0.0,982.31,6,3,8,Rainy,Sunny
40.37,72.53,13.79,2.47,998.9,9,5,6,Cloudy,Cloudy
35.54,58.83,19.09,9.95,1014.75,12,3,2,Sunny,Sunny
13.41,59.11,96.63,0.0,980.25,20,1,7,Rainy,Rainy
28.18,69.4,70.2,4.81,1021.75,16,3,8,Cloudy,Cloudy
16.02,69.33,85.57,0.2,998.68,18,3,7,Rainy,Sunny
14.46,68.48,94.8,0.12,1008.09,18,1,4,Rainy,Cloudy
37.11,77.61,66.96,1.43,1017.14,7,6,7,Cloudy,Sunny
35.52,49.49,36.99,0.0,1027.7,2,4,3,Sunny,Cloudy
9.57,93.89,68.69,0.99,1008.26,10,1,1,Rainy,Rainy
11.85,82.52,96.0,0.2,981.61,16,4,9,Rainy,Rainy
26.7,51.67,5.22,0.0,1006.33,22,0,2,Sunny,Sunny
38.77,49.32,35.7,4.2,1005.52,12,5,6,Cloudy,Cloudy
7.79,84.26,95.92,0.87,1007.33,17,5,3,Rainy,Rainy
3.58,94.33,42.63,0.39,977.15,18,6,3,Rainy,Sunny
39.84,20.98,24.31,9.89,1029.98,15,6,8,Sunny,Cloudy
32.55,64.25,46.01,2.06,1016.05,8,1,10,Cloudy,Rainy
32.21,80.44,51.88,5.37,1015.18,13,5,7,Cloudy,Sunny
44.76,43.71,0.84,7.11,1021.11,15,5,7,Sunny,Rainy
33.09,32.96,31.31,4.49,1029.35,17,0,9,Sunny,Sunny
13.64,87.0,26.43,3.31,1006.54,13,0,1,Cloudy,Cloudy
32.92,57.71,25.99,1.23,1005.78,8,4,4,Cloudy,Cloudy
23.41,36.25,13.43,0.0,1025.98,20,0,11,Sunny,Rainy
49.34,36.35,14.57,6.49,1007.04,9,0,4,Sunny,Sunny
31.01,60.01,27.31,1.14,1017.32,8,4,4,Cloudy,Sunny
17.14,85.55,61.57,3.15,1013.34,14,1,1,Cloudy,Sunny
30.62,47.71,33.88,0.0,1001.12,6,0,1,Sunny,Sunny
35.33,80.58,70.71,3.03,1014.5,10,5,8,Cloudy,Cloudy
38.71,71.89,20.44,1.05,998.65,7,2,5,Cloudy,Cloudy
13.04,57.76,17.49,1.27,1015.67,17,5,10,Cloudy,Rainy
14.58,83.0,77.98,0.02,1009.41,19,6,4,Rainy,Cloudy
36.64,63.71,31.64,4.46,1021.18,17,0,4,Sunny,Sunny
28.93,54.64,50.34,0.0,1018.25,21,5,5,Cloudy,Rainy
26.48,80.61,24.76,2.13,1005.01,17,5,8,Cloudy,Sunny
25.08,53.72,57.62,0.0,997.97,0,1,8,Cloudy,Cloudy
10.8,94.61,96.8,0.71,998.54,18,1,5,Rainy,Rainy
37.75,40.88,9.31,0.0,1008.67,4,6,3,Sunny,Sunny
24.04,44.92,25.77,1.62,1015.75,16,2,5,Cloudy,Cloudy
16.58,92.2,68.37,0.26,1008.32,19,6,7,Rainy,Rainy
26.13,72.8,39.4,2.04,1021.18,19,4,10,Sunny,Sunny
9.23,94.33,96.29,0.0,1009.08,6,3,12,Rainy,Rainy
36.5,28.73,13.91,10.25,1012.49,11,5,2,Sunny,Sunny
44.64,26.14,8.61,10.36,1020.89,14,4,8,Sunny,Sunny
9.49,90.74,41.72,0.03,977.74,12,5,2,Rainy,Rainy
39.14,28.86,41.27,4.94,1024.42,18,0,5,Sunny,Rainy
25.04,49.73,63.86,2.75,997.3,8,1,10,Cloudy,Cloudy
30.48,50.57,4.52,6.41,1017.28,17,6,3,Sunny,Rainy
4.99,80.24,72.82,0.71,980.79,16,1,2,Rainy,Cloudy
38.89,19.78,11.4,3.43,1007.33,8,6,2,Sunny,Sunny
12.08,69.17,60.08,0.34,1007.15,9,0,2,Rainy,Sunny
12.59,81.43,66.47,0.0,995.92,6,1,2,Rainy,Cloudy
26.53,54.37,24.7,9.58,1007.65,15,3,12,Sunny,Cloudy
23.99,79.72,67.42,4.12,1010.69,12,6,9,Cloudy,Cloudy
15.08,76.6,15.32,0.0,1003.77,23,4,1,Cloudy,Cloudy
19.29,64.58,14.86,4.88,1002.87,11,3,10,Cloudy,Sunny
22.1,18.99,30.17,0.0,1003.89,21,5,12,Sunny,Sunny
11.51,57.49,69.62,0.0,1019.81,22,4,12,Cloudy,Cloudy
32.18,44.85,14.38,5.72,999.97,11,2,6,Cloudy,Cloudy
11.38,69.74,84.44,0.46,977.99,16,3,3,Rainy,Cloudy
21.38,20.88,36.05,0.0,1002.45,21,5,12,Sunny,Sunny
23.28,85.4,24.21,2.72,1004.05,12,3,12,Cloudy,Rainy
26.69,75.12,71.25,0.46,995.32,9,0,6,Rainy,Rainy
47.92,66.96,0.32,11.98,1002.47,13,4,5,Sunny,Sunny
36.98,54.91,20.57,2.38,1017.03,7,2,9,Sunny,Sunny
44.42,22.53,16.36,7.07,1012.29,13,0,7,Sunny,Sunny
33.72,55.0,41.27,5.7,1011.91,10,0,11,Sunny,Rainy
30.67,22.48,34.88,11.28,1023.01,12,1,11,Sunny,Cloudy
2.11,77.2,45.8,0.0,1001.87,0,3,1,Rainy,Rainy
50.0,32.46,20.74,0.0,1018.94,5,1,5,Sunny,Sunny
45.11,60.14,27.71,10.13,1007.62,12,5,7,Sunny,Sunny
24.73,79.23,9.66,0.0,1007.21,6,4,10,Cloudy,Rainy
36.85,34.65,24.98,8.93,1001.8,14,2,3,Sunny,Sunny
-0.19,90.02,52.33,0.95,994.62,17,0,1,Rainy,Rainy
5.84,60.31,71.4,0.28,976.08,13,2,2,Rainy,Cloudy
4.99,81.42,68.33,0.0,1004.88,22,0,12,Cloudy,Cloudy
3.77,90.64,65.43,0.4,1012.36,12,0,1,Rainy,Cloudy
32.16,61.3,47.75,5.68,1018.44,15,5,8,Cloudy,Cloudy
18.7,78.34,22.33,2.89,1006.26,17,4,3,Cloudy,Sunny
21.13,82.67,54.28,0.0,998.39,1,3,3,Cloudy,Cloudy
32.53,53.58,10.41,8.04,1009.7,13,4,10,Sunny,Cloudy
21.8,85.18,70.6,1.93,1015.08,8,5,11,Cloudy,Cloudy
11.91,68.6,84.71,0.53,1010.76,9,0,2,Rainy,Rainy
39.29,55.87,52.74,2.83,1020.45,12,5,7,Cloudy,Cloudy
6.62,98.97,92.68,0.38,975.23,7,3,12,Rainy,Rainy
40.59,42.62,14.92,0.0,1010.81,22,2,5,Sunny,Sunny
34.62,20.14,6.76,8.48,1008.49,15,2,3,Sunny,Rainy
29.73,19.5,24.8,0.0,1021.49,2,5,12,Sunny,Rainy
19.25,41.86,28.1,4.91,1018.86,18,0,12,Sunny,Sunny
11.6,81.92,39.59,0.25,1012.37,7,4,11,Rainy,Rainy
18.16,82.99,46.69,1.32,975.52,15,1,7,Rainy,Rainy
3.71,81.24,43.65,1.2,1005.37,17,3,2,Rainy,Rainy
29.12,67.76,10.51,4.65,1019.24,12,0,3,Cloudy,Cloudy
36.84,21.85,1.38,0.0,1018.55,0,0,4,Sunny,Sunny
35.65,43.18,31.2,2.56,1016.86,7,3,10,Sunny,Sunny
44.03,44.07,38.46,8.76,1029.88,14,0,7,Sunny,Rainy
49.87,21.71,40.45,0.0,1011.12,6,5,5,Sunny,Cloudy
37.62,66.93,5.86,3.4,1028.93,8,3,2,Sunny,Rainy
35.6,74.8,25.91,0.0,1012.84,6,6,6,Cloudy,Cloudy
11.91,56.8,38.51,0.0,1009.53,21,0,12,Cloudy,Cloudy
2.42,63.27,39.87,0.19,973.85,18,3,12,Rainy,Sunny
50.0,60.31,36.95,1.39,1013.33,7,0,6,Sunny,Sunny
20.97,83.93,35.81,4.87,1018.04,15,2,8,Cloudy,Cloudy
34.49,83.28,9.04,5.34,999.66,14,3,7,Cloudy,Cloudy
23.86,81.69,34.03,0.0,981.92,6,4,6,Rainy,Sunny
34.86,46.36,40.74,3.07,1003.03,10,5,6,Cloudy,Cloudy
1.56,90.27,70.72,0.0,988.1,22,0,2,Rainy,Rainy
27.06,70.49,70.29,2.53,1002.11,17,0,6,Cloudy,Cloudy
26.57,29.85,28.18,5.38,1012.49,17,6,10,Sunny,Sunny
3.27,83.04,86.38,0.0,977.13,20,5,1,Rainy,Rainy
19.18,66.11,41.66,0.94,1003.74,10,0,4,Rainy,Rainy
38.28,67.93,18.27,9.29,1016.53,11,2,9,Sunny,Cloudy
3.0,85.13,56.21,0.39,982.02,16,5,11,Rainy,Rainy
30.18,70.99,25.23,9.51,1019.4,11,6,11,Sunny,Cloudy
43.24,68.75,36.19,0.0,1011.51,6,3,8,Sunny,Sunny
33.59,46.88,49.23,4.91,1008.95,14,2,7,Cloudy,Rainy
41.93,19.16,23.61,0.0,1014.49,22,4,7,Sunny,Cloudy
26.76,35.21,37.14,0.0,1019.85,23,2,10,Sunny,Cloudy
31.03,65.27,19.27,0.0,998.64,6,0,9,Cloudy,Cloudy
27.04,45.11,69.22,0.0,1000.02,22,0,4,Cloudy,Rainy
31.38,23.9,37.92,0.0,1008.67,23,1,10,Sunny,Sunny
24.7,62.02,28.3,0.0,995.92,21,1,8,Cloudy,Cloudy
-0.28,61.93,51.67,0.32,991.38,19,4,12,Rainy,Rainy
26.31,24.54,15.83,5.85,1022.57,15,2,11,Sunny,Cloudy
33.73,32.08,26.87,1.63,1003.21,7,5,2,Sunny,Sunny
34.4,63.34,0.54,0.0,1024.79,1,1,9,Sunny,Sunny
32.4,63.06,35.01,0.83,1002.68,7,1,4,Cloudy,Cloudy
23.92,68.45,45.47,6.41,1003.4,13,6,10,Cloudy,Rainy
23.46,63.76,42.02,0.32,976.09,7,4,8,Rainy,Rainy
42.88,45.3,25.17,3.89,1003.29,17,2,6,Sunny,Sunny
39.91,31.75,8.03,10.92,1020.44,12,3,9,Sunny,Cloudy
24.29,57.65,7.65,1.84,1029.09,19,5,11,Sunny,Cloudy
12.81,97.44,43.12,0.2,985.68,13,4,10,Rainy,Cloudy
14.52,73.72,96.4,0.54,975.75,17,6,6,Rainy,Cloudy
32.84,85.31,57.02,1.64,1010.11,9,0,8,Cloudy,Cloudy
24.34,53.01,28.38,5.82,1022.29,12,5,10,Cloudy,Cloudy
23.42,66.79,19.77,1.01,1011.35,8,2,1,Cloudy,Cloudy
24.24,57.95,17.73,8.82,1022.82,16,3,12,Sunny,Cloudy
21.29,93.88,92.88,1.7,1005.3,13,1,7,Rainy,Sunny
16.28,89.56,72.54,0.34,979.05,17,1,6,Rainy,Rainy
36.91,68.11,36.88,1.91,1009.36,16,5,6,Cloudy,Cloudy
30.68,46.76,48.14,1.31,1017.89,18,5,5,Cloudy,Sunny
27.88,86.92,24.17,1.81,1007.17,8,1,9,Cloudy,Cloudy
39.89,70.36,17.6,3.86,1007.47,8,0,3,Sunny,Sunny
33.39,64.58,0.54,0.0,1017.31,6,1,1,Sunny,Sunny
31.09,70.42,29.52,0.0,1004.16,6,1,3,Cloudy,Rainy
33.46,65.7,20.14,5.78,1029.69,15,3,9,Sunny,Rainy
31.48,65.5,5.48,6.18,1001.92,11,2,12,Sunny,Sunny
26.25,81.57,39.99,3.18,1018.53,11,1,9,Cloudy,Cloudy
14.19,97.06,81.32,0.0,990.18,6,4,9,Rainy,Rainy
14.29,70.18,53.39,0.37,994.22,7,5,2,Rainy,Cloudy
11.13,81.13,87.33,1.02,1006.2,13,5,2,Rainy,Sunny
15.6,68.63,32.62,1.83,1021.79,18,1,9,Cloudy,Cloudy
25.63,65.57,47.74,0.0,1010.64,23,4,4,Cloudy,Sunny
40.59,47.01,31.77,2.99,1005.03,10,2,7,Cloudy,Rainy
35.73,77.65,47.21,1.33,997.26,9,1,7,Cloudy,Cloudy
18.15,92.04,44.31,0.6,978.47,16,0,6,Rainy,Cloudy
34.8,65.83,9.64,2.26,1014.52,9,4,5,Cloudy,Cloudy
31.85,48.46,58.92,2.72,995.7,12,6,4,Cloudy,Sunny
28.09,85.28,49.2,4.49,1017.97,12,0,3,Cloudy,Cloudy
11.82,46.0,53.43,1.26,1014.71,18,4,10,Cloudy,Cloudy
21.24,67.14,80.64,0.0,1010.39,6,0,8,Rainy,Rainy
3.86,67.37,41.09,1.43,987.21,11,4,1,Rainy,Cloudy
48.44,39.02,7.29,6.27,1014.14,9,6,5,Sunny,Cloudy
31.92,43.27,39.81,11.54,1004.91,14,5,11,Sunny,Rainy
36.93,48.24,37.7,0.0,1015.72,6,3,2,Sunny,Sunny
-0.59,75.12,81.99,1.22,1000.45,17,5,12,Rainy,Rainy
26.16,90.96,66.27,0.24,976.54,10,3,8,Rainy,Sunny
37.78,51.86,31.74,4.28,1009.62,18,0,6,Sunny,Rainy
22.97,55.67,17.06,3.23,1005.56,12,5,1,Cloudy,Cloudy
7.93,81.47,66.05,0.0,983.2,3,2,11,Rainy,Rainy
16.54,86.37,81.18,0.36,996.62,7,1,10,Rainy,Rainy
7.5,93.19,71.84,0.26,986.05,7,0,11,Rainy,Rainy
40.03,54.13,12.05,4.0,1004.01,17,0,4,Sunny,Sunny
34.61,86.4,18.84,5.44,1022.24,13,1,6,Cloudy,Cloudy
24.33,72.58,25.07,0.0,1001.58,22,6,10,Sunny,Sunny
45.95,54.04,31.32,2.13,1009.55,7,3,4,Sunny,Cloudy
36.99,44.56,29.77,5.44,1019.59,13,6,5,Cloudy,Cloudy
39.92,31.02,5.69,0.0,1021.65,6,1,9,Sunny,Cloudy
17.11,92.62,48.64,0.38,989.47,7,2,9,Rainy,Rainy
33.51,51.83,8.71,4.94,1008.6,8,6,2,Sunny,Sunny
27.73,26.46,32.18,0.0,1002.98,0,5,11,Sunny,Cloudy
28.74,51.88,51.74,0.94,1017.09,18,1,7,Cloudy,Sunny
36.59,73.59,29.59,3.4,1021.65,18,0,7,Sunny,Sunny
2.6,95.99,31.32,0.0,996.83,0,0,2,Rainy,Rainy
17.19,85.46,65.42,1.83,1020.01,18,4,2,Cloudy,Cloudy
14.2,61.51,63.83,0.51,991.05,10,4,9,Rainy,Sunny
18.13,78.96,11.18,0.0,1006.69,2,2,10,Cloudy,Cloudy
32.25,18.86,30.65,4.94,1021.61,9,4,10,Sunny,Rainy
23.87,86.94,32.75,2.81,1003.81,10,1,2,Cloudy,Cloudy
43.59,32.94,20.44,8.58,1012.73,13,0,5,Sunny,Cloudy
32.53,68.38,52.97,1.4,1004.04,7,4,3,Cloudy,Cloudy
12.52,76.91,94.84,0.6,997.73,8,2,2,Rainy,Rainy
7.77,71.06,59.82,0.43,999.63,9,5,11,Rainy,Rainy
9.33,64.42,9.21,1.52,1006.9,17,3,11,Cloudy,Cloudy
18.2,78.87,41.61,3.61,1011.51,11,4,11,Cloudy,Cloudy
40.03,20.96,16.06,9.73,1012.42,13,5,4,Sunny,Cloudy
21.84,47.48,26.32,4.98,1008.15,16,1,3,Cloudy,Sunny
13.29,90.73,48.79,0.0,1003.95,3,5,10,Rainy,Rainy
48.24,64.04,4.34,5.71,1019.14,11,0,7,Sunny,Sunny
21.6,57.62,65.21,4.4,1010.36,10,6,1,Cloudy,Cloudy
27.57,87.11,47.99,0.0,998.44,6,0,1,Cloudy,Rainy
34.09,67.78,64.65,0.0,1002.84,2,0,5,Cloudy,Cloudy
37.4,78.38,35.81,1.84,999.33,9,6,7,Cloudy,Sunny
39.3,54.91,44.55,1.61,1006.48,8,5,7,Cloudy,Cloudy
9.7,58.1,57.22,0.78,989.77,18,3,3,Rainy,Cloudy
2.78,93.76,33.85,1.19,998.48,15,4,12,Rainy,Rainy
8.04,62.2,93.67,0.0,1000.32,6,5,1,Rainy,Sunny
33.06,55.05,37.97,1.84,999.1,9,0,8,Cloudy,Cloudy
20.18,64.98,71.74,3.86,1002.04,13,6,2,Cloudy,Rainy
11.91,76.99,55.63,1.27,1004.9,19,6,10,Cloudy,Sunny
22.72,70.63,98.4,0.03,980.11,8,1,4,Rainy,Rainy
29.66,58.52,41.92,5.34,1002.3,11,5,9,Cloudy,Cloudy
7.41,65.92,64.77,0.72,1000.61,14,0,2,Rainy,Cloudy
18.54,53.98,66.17,6.23,1011.56,14,2,2,Cloudy,Rainy
21.28,61.82,49.41,4.01,1010.4,15,5,2,Cloudy,Cloudy
19.94,76.01,27.65,4.79,1010.05,13,1,2,Cloudy,Rainy
20.26,76.42,38.3,0.21,1012.81,16,5,7,Rainy,Rainy
29.41,77.37,34.37,0.0,1017.83,4,6,5,Cloudy,Sunny
42.94,39.1,35.33,9.19,1026.05,10,6,3,Sunny,Sunny
40.91,39.01,23.07,6.2,1022.58,17,2,6,Sunny,Sunny
17.33,70.46,57.22,0.2,1004.53,16,2,6,Rainy,Rainy
23.78,47.76,38.38,6.79,1012.05,16,6,12,Sunny,Sunny
29.6,76.36,12.43,1.02,1017.23,8,6,3,Cloudy,Cloudy
34.24,56.06,13.64,5.32,1017.41,11,6,7,Cloudy,Rainy
12.54,47.93,37.03,1.73,1017.14,18,0,12,Cloudy,Cloudy
41.02,66.91,12.72,10.35,1007.41,13,0,8,Sunny,Rainy
46.51,36.81,17.4,0.0,1019.18,6,6,8,Sunny,Sunny
33.73,72.2,10.87,0.0,1025.91,23,3,9,Sunny,Sunny
30.81,50.19,5.26,7.04,1022.92,11,4,12,Sunny,Cloudy
23.95,18.98,34.45,6.25,1026.51,17,6,10,Sunny,Cloudy
32.54,69.81,31.47,2.62,1009.19,12,5,4,Cloudy,Cloudy
33.95,18.97,18.39,5.06,1020.4,8,4,11,Sunny,Sunny
45.64,58.33,19.43,5.59,1009.95,9,2,4,Sunny,Sunny
10.32,64.42,40.71,0.23,986.84,8,0,10,Rainy,Rainy
15.2,85.6,48.58,0.28,975.23,10,4,10,Rainy,Cloudy
7.91,61.58,33.28,0.54,999.09,19,2,12,Cloudy,Rainy
39.15,74.35,40.19,0.0,1019.56,4,2,9,Sunny,Sunny
18.25,49.65,38.42,6.46,1007.09,13,4,1,Cloudy,Sunny
9.43,84.02,46.91,0.87,999.31,14,2,10,Rainy,Cloudy
35.02,73.99,53.95,2.66,1022.55,10,2,4,Cloudy,Sunny
28.25,73.38,66.47,0.05,979.89,7,0,7,Rainy,Rainy
31.2,44.79,55.79,3.99,1016.5,11,1,8,Cloudy,Cloudy
21.92,73.71,67.89,0.0,1007.86,6,3,8,Rainy,Rainy
43.19,50.05,39.59,5.78,1015.86,10,5,8,Sunny,Sunny
7.01,64.77,38.22,1.48,976.89,16,6,9,Rainy,Rainy
20.96,56.81,40.62,4.39,998.78,12,6,8,Cloudy,Sunny
15.4,53.05,46.47,5.57,1021.87,12,2,12,Cloudy,Cloudy
6.71,79.47,33.06,2.17,1014.62,17,6,12,Cloudy,Cloudy
22.1,74.89,58.06,1.38,1008.2,17,3,9,Cloudy,Cloudy
38.37,39.95,5.32,4.1,1012.18,8,1,11,Sunny,Sunny
19.66,58.64,49.34,0.01,975.95,7,0,4,Rainy,Rainy
4.93,70.53,53.82,1.09,981.64,17,2,10,Rainy,Rainy
22.68,22.07,19.63,9.46,1006.09,15,3,1,Sunny,Sunny
8.37,84.33,71.5,5.51,1008.61,15,6,12,Cloudy,Cloudy
13.32,76.17,42.93,0.0,997.31,1,5,8,Rainy,Rainy
4.08,79.26,99.81,1.18,977.18,15,5,12,Rainy,Cloudy
4.45,77.56,38.69,0.38,979.34,19,0,2,Rainy,Rainy
3.16,84.34,38.0,0.87,989.1,15,2,1,Rainy,Cloudy
5.71,95.81,97.72,0.0,1006.83,6,2,1,Rainy,Rainy
26.05,84.91,45.82,0.0,981.87,6,3,6,Rainy,Sunny
33.99,86.84,23.62,2.7,1005.14,11,2,5,Cloudy,Cloudy
27.42,26.16,29.92,6.55,1001.88,13,3,12,Sunny,Sunny
37.21,37.58,31.99,8.4,1005.74,15,4,4,Sunny,Sunny
36.71,61.66,34.75,0.0,1008.32,1,4,6,Cloudy,Cloudy
47.6,52.84,13.64,7.54,1007.29,13,2,5,Sunny,Sunny
8.59,93.63,54.61,0.38,986.15,7,4,1,Rainy,Sunny
5.86,72.99,61.12,0.64,1002.03,9,6,11,Rainy,Rainy
23.74,55.18,12.85,2.66,1008.22,19,1,12,Sunny,Sunny
9.95,71.83,89.2,0.0,1000.49,21,3,8,Rainy,Rainy
23.5,95.51,94.59,0.28,1006.88,10,2,6,Rainy,Cloudy
31.92,50.01,52.06,5.87,1006.9,12,5,3,Cloudy,Cloudy
14.31,48.07,31.79,3.15,1013.98,12,3,2,Cloudy,Rainy
4.7,95.13,46.57,0.67,981.28,13,3,11,Rainy,Sunny
18.9,88.91,82.37,0.59,981.39,10,2,4,Rainy,Rainy
21.62,77.91,42.7,0.0,1013.79,5,4,10,Cloudy,Rainy
31.99,34.01,26.22,8.27,1011.47,14,3,10,Sunny,Rainy
6.66,65.26,70.69,0.38,987.4,19,2,3,Rainy,Rainy
32.22,38.11,15.77,0.0,1013.97,3,1,2,Sunny,Rainy
24.68,70.57,1.5,0.0,1023.23,22,3,1,Sunny,Cloudy
17.44,59.07,27.34,1.69,1015.47,8,3,12,Cloudy,Cloudy
21.46,70.58,50.08,0.18,986.1,17,1,6,Rainy,Sunny
11.24,72.49,61.09,0.19,996.92,19,4,4,Rainy,Sunny
38.41,73.87,35.28,11.35,1029.72,12,0,4,Sunny,Sunny
40.79,33.26,2.22,6.67,1018.26,12,1,9,Sunny,Sunny
50.0,63.53,38.34,6.49,1018.34,9,2,5,Sunny,Cloudy
15.25,87.74,30.11,5.02,1010.92,14,4,11,Cloudy,Sunny
9.88,68.23,75.12,0.0,991.48,22,4,3,Rainy,Rainy
-2.03,70.85,51.83,1.13,1002.88,16,5,11,Rainy,Rainy
8.1,67.99,94.39,1.27,983.63,14,2,11,Rainy,Sunny
32.53,52.32,34.53,0.0,1015.75,6,6,5,Cloudy,Cloudy
3.9,98.65,81.37,0.94,988.89,16,5,10,Rainy,Cloudy
23.77,88.78,32.11,0.12,985.74,7,6,8,Rainy,Sunny
23.26,69.12,47.7,0.85,994.77,9,3,5,Rainy,Cloudy
26.85,55.21,13.81,1.4,999.16,17,2,6,Cloudy,Cloudy
17.77,56.04,29.12,4.78,1009.72,10,1,11,Cloudy,Cloudy
33.35,75.99,70.6,2.38,1019.04,13,6,6,Cloudy,Sunny
22.5,57.95,66.97,5.67,1020.39,13,4,11,Cloudy,Cloudy
14.69,73.67,75.14,0.42,996.01,19,6,8,Rainy,Sunny
14.52,74.09,43.85,0.0,1013.99,20,2,9,Cloudy,Rainy
4.92,75.84,95.39,0.48,1005.48,18,6,10,Rainy,Rainy
36.22,71.0,37.38,8.88,1027.67,14,4,3,Sunny,Cloudy
22.03,95.59,35.56,1.55,984.99,13,3,6,Rainy,Rainy
12.08,70.23,72.5,0.24,990.86,7,0,1,Rainy,Rainy
42.62,18.6,36.6,0.0,1016.52,23,4,7,Sunny,Rainy
31.82,36.34,39.12,8.56,1015.51,14,2,9,Sunny,Cloudy
44.93,56.76,2.87,7.73,1022.05,13,3,7,Sunny,Sunny
21.58,68.55,57.26,0.67,984.02,8,6,5,Rainy,Cloudy
34.0,33.06,38.22,5.65,1027.55,16,2,9,Sunny,Sunny
24.58,76.8,65.0,1.51,988.36,10,0,7,Rainy,Sunny
29.39,83.96,41.79,0.67,993.5,10,1,5,Rainy,Cloudy
0.36,67.8,53.08,0.6,984.79,16,1,1,Rainy,Cloudy
25.73,82.14,36.56,0.75,998.68,9,2,5,Rainy,Rainy
28.63,46.39,64.41,0.9,1007.43,19,6,4,Cloudy,Rainy
13.96,81.26,40.12,0.0,1008.69,3,5,1,Cloudy,Cloudy
47.13,33.81,29.83,5.12,1019.2,8,1,7,Sunny,Sunny
12.05,76.87,53.2,0.0,979.68,6,3,10,Rainy,Rainy
15.4,46.75,36.99,0.95,1012.72,19,0,2,Cloudy,Cloudy
32.92,78.57,67.94,3.83,1010.07,15,5,4,Cloudy,Cloudy
24.36,60.27,7.09,0.0,1017.82,22,4,12,Sunny,Cloudy
18.58,77.87,61.89,0.71,1004.61,7,2,1,Cloudy,Cloudy
26.85,56.61,54.57,2.27,1000.8,15,3,9,Cloudy,Cloudy
18.84,75.9,58.91,0.0,990.76,6,1,4,Rainy,Cloudy
12.31,48.25,42.34,0.0,1011.88,23,4,12,Cloudy,Cloudy
25.2,61.08,13.45,2.85,1015.81,9,2,2,Cloudy,Sunny
21.36,56.52,60.67,2.84,1017.27,10,3,10,Cloudy,Sunny
40.09,62.88,25.86,0.0,1014.0,6,3,3,Sunny,Sunny
16.37,76.99,58.73,0.14,981.13,15,6,8,Rainy,Sunny
7.67,59.0,81.6,0.14,981.09,8,2,1,Rainy,Cloudy
9.36,98.47,41.81,0.04,986.98,11,1,1,Rainy,Rainy
22.89,65.93,69.87,1.12,1018.62,8,1,10,Cloudy,Sunny
30.28,71.89,43.76,2.08,1004.48,11,0,3,Cloudy,Rainy
20.59,66.31,56.23,2.13,1011.83,16,0,9,Cloudy,Rainy
