Temperature,Humidity,Precipitation (%),UV Index,Pressure,hour_of_day,day_of_week,month,Condition,Target_Condition
41.15,20.54,1.97,1.3,1007.31,8,1,9,Sunny,Cloudy
27.88,42.52,15.89,8.98,1025.38,12,1,12,Sunny,Cloudy
13.06,46.0,36.13,0.0,1002.39,0,1,12,Cloudy,Cloudy
17.61,78.24,75.83,0.0,988.46,7,5,9,Rainy,Rainy
44.35,17.56,7.6,10.17,1024.03,14,5,4,Sunny,Cloudy
21.02,50.82,15.23,2.2,997.68,11,3,1,Cloudy,Rainy
5.26,70.35,89.42,0.0,990.84,5,6,1,Rainy,Rainy
8.07,90.36,73.43,0.0,988.1,4,1,2,Rainy,Cloudy
20.82,95.94,70.29,0.0,981.33,3,0,6,Rainy,Sunny
24.76,65.26,10.92,0.0,1007.28,19,0,5,Cloudy,Cloudy
30.32,30.01,16.18,2.91,1029.04,17,5,3,Sunny,Sunny
-1.49,96.24,51.97,0.0,1004.36,20,6,10,Rainy,Rainy
3.45,76.45,80.98,0.02,1007.88,16,4,11,Rainy,Cloudy
49.66,42.5,2.89,0.0,1019.81,4,5,5,Sunny,Cloudy
46.92,53.46,5.29,0.0,1027.54,4,4,6,Sunny,Sunny
27.68,64.18,38.69,1.59,1002.83,10,1,9,Cloudy,Cloudy
36.92,53.52,6.35,5.02,1010.34,16,3,4,Sunny,Sunny
12.28,70.5,10.39,0.0,1008.72,21,2,1,Cloudy,Cloudy
7.88,83.14,93.18,0.0,977.19,7,6,11,Rainy,Rainy
5.04,92.7,41.42,0.14,995.65,12,5,1,Rainy,Rainy
50.0,31.04,1.73,8.24,1018.8,10,4,7,Sunny,Sunny
-1.58,86.46,80.86,0.4,975.76,16,2,12,Rainy,Cloudy
44.91,34.93,15.19,0.0,1020.49,7,1,8,Sunny,Rainy
8.45,81.67,65.38,0.0,996.49,21,0,8,Rainy,Rainy
30.64,46.31,9.64,0.0,1009.47,23,4,7,Cloudy,Cloudy
14.48,65.43,22.22,3.65,1000.16,14,5,12,Cloudy,Cloudy
-6.96,84.01,98.47,0.0,975.53,23,2,11,Rainy,Cloudy
22.36,50.14,49.2,3.1,998.12,13,5,9,Cloudy,Cloudy
18.4,88.36,55.95,1.1,999.54,11,6,7,Rainy,Cloudy
32.66,33.66,2.85,1.41,1016.53,8,6,12,Sunny,Cloudy
26.63,53.44,42.95,0.0,1012.82,7,3,3,Cloudy,Sunny
20.94,85.2,88.44,0.48,984.82,13,1,7,Rainy,Rainy
35.1,14.65,10.12,8.31,1015.48,10,5,12,Sunny,Sunny
20.01,46.92,27.99,1.54,1014.73,16,5,3,Cloudy,Cloudy
42.8,11.23,11.39,0.0,1012.96,23,6,6,Sunny,Sunny
17.63,75.08,61.81,0.79,989.47,12,2,4,Rainy,Cloudy
45.8,49.2,4.07,0.0,1010.63,7,6,5,Sunny,Cloudy
29.88,23.92,14.82,8.81,1026.12,14,6,11,Sunny,Sunny
0.29,88.09,98.33,0.0,988.75,21,4,1,Rainy,Rainy
12.78,77.95,53.14,0.0,982.34,7,6,3,Rainy,Rainy
39.47,41.91,1.86,1.7,1023.54,8,5,10,Sunny,Cloudy
25.54,76.51,16.43,1.06,1019.23,17,4,7,Cloudy,Sunny
11.05,85.78,81.17,0.0,996.31,7,6,10,Rainy,Sunny
20.22,98.96,99.5,0.69,990.46,10,5,6,Rainy,Rainy
31.28,64.84,28.61,0.75,1010.91,18,4,5,Cloudy,Cloudy
40.01,17.02,6.53,8.39,1014.06,16,2,8,Sunny,Sunny
35.1,24.93,10.14,2.75,1028.89,9,5,12,Sunny,Sunny
41.05,42.24,13.41,5.24,1006.74,16,1,5,Sunny,Cloudy
29.41,27.64,4.77,10.07,1018.86,11,0,1,Sunny,Cloudy
27.09,50.53,30.28,0.0,1014.16,3,3,10,Cloudy,Cloudy
12.64,86.09,91.07,0.33,991.55,18,2,6,Rainy,Cloudy
46.12,46.56,18.42,3.04,1005.38,8,5,8,Sunny,Rainy
18.56,85.82,61.46,0.0,978.16,22,2,4,Rainy,Rainy
45.84,10.93,8.77,4.58,1024.1,9,2,8,Sunny,Sunny
33.86,58.3,11.66,1.29,1001.07,9,5,5,Cloudy,Cloudy
2.32,78.62,89.28,0.29,1008.4,13,0,11,Rainy,Rainy
22.45,97.67,78.27,1.21,997.19,11,5,6,Rainy,Rainy
11.54,79.44,76.92,0.0,994.08,7,0,10,Rainy,Cloudy
18.31,88.17,67.69,0.0,994.97,2,1,7,Rainy,Rainy
5.86,96.66,78.77,0.42,1007.78,12,4,1,Rainy,Rainy
44.51,16.92,2.93,8.4,1010.11,15,6,7,Sunny,Cloudy
14.65,44.85,36.3,0.0,1000.21,19,5,1,Cloudy,Cloudy
11.32,50.63,8.4,0.0,1019.58,1,6,12,Cloudy,Cloudy
3.27,79.54,83.55,0.0,1000.38,20,5,10,Rainy,Rainy
22.12,69.8,14.7,0.0,1002.86,20,5,4,Cloudy,Rainy
11.13,94.3,78.59,0.43,985.62,11,2,10,Rainy,Rainy
22.83,78.72,22.2,1.15,1007.33,17,1,4,Cloudy,Cloudy
13.83,96.96,78.86,0.66,993.91,17,4,7,Rainy,Rainy
19.62,50.95,13.45,3.02,1000.24,14,3,2,Cloudy,Rainy
29.4,30.03,20.34,4.36,1021.46,16,4,10,Sunny,Rainy
26.55,21.54,1.68,10.85,1005.79,13,3,12,Sunny,Sunny
40.75,12.59,3.72,9.75,1023.86,15,6,8,Sunny,Cloudy
14.96,75.34,53.2,0.87,1005.9,10,6,3,Rainy,Rainy
31.74,45.27,21.68,0.0,1006.64,5,4,12,Sunny,Cloudy
32.65,42.98,34.23,0.0,1017.42,1,2,5,Cloudy,Cloudy
32.28,29.11,15.22,9.2,1023.67,12,0,1,Sunny,Rainy
31.28,22.47,16.13,7.95,1023.08,15,2,3,Sunny,Sunny
4.8,77.94,96.46,0.09,998.57,9,2,1,Rainy,Cloudy
29.02,72.14,32.03,3.57,1001.54,12,6,9,Cloudy,Cloudy
9.77,88.93,48.84,0.09,1006.93,8,3,11,Rainy,Rainy
30.42,29.91,21.65,6.29,1006.49,16,3,2,Sunny,Sunny
25.56,60.01,31.07,0.0,1010.19,3,4,4,Cloudy,Cloudy
31.4,60.34,36.39,2.54,1007.24,13,0,8,Cloudy,Rainy
23.95,76.8,14.21,0.57,1009.32,8,1,2,Cloudy,Cloudy
32.5,72.09,20.6,1.66,1006.72,14,2,5,Cloudy,Rainy
30.63,40.91,10.8,7.52,1021.52,11,1,11,Sunny,Sunny
44.6,23.52,6.72,11.12,1014.68,13,2,7,Sunny,Cloudy
12.71,92.29,74.73,0.0,983.01,5,2,3,Rainy,Rainy
11.64,72.43,43.83,0.94,989.39,12,6,2,Rainy,Rainy
44.34,54.5,14.16,5.87,1008.18,10,6,4,Sunny,Sunny
16.19,98.11,71.6,0.43,993.29,17,1,6,Rainy,Rainy
30.07,60.16,44.25,0.0,1013.71,0,0,7,Cloudy,Rainy
16.9,60.15,11.68,2.25,1003.78,11,0,12,Cloudy,Cloudy
43.36,23.88,3.21,0.0,1013.53,1,5,5,Sunny,Sunny
5.42,85.97,75.75,0.0,1004.97,8,6,1,Rainy,Sunny
25.74,47.13,26.47,2.29,1005.33,15,4,9,Cloudy,Sunny
45.73,18.12,0.89,2.94,1019.69,8,2,4,Sunny,Sunny
18.8,74.67,19.21,0.0,1000.27,5,5,12,Cloudy,Cloudy
36.32,45.85,0.07,0.0,1016.26,19,5,8,Sunny,Cloudy
16.99,82.31,66.79,0.0,991.11,4,1,4,Rainy,Rainy
33.3,44.67,12.54,1.96,1019.36,12,2,8,Cloudy,Cloudy
49.78,36.62,15.4,6.24,1021.35,12,4,5,Sunny,Rainy
41.65,28.49,16.18,7.03,1008.28,10,6,10,Sunny,Rainy
30.62,66.31,42.57,2.19,1009.02,16,5,5,Cloudy,Cloudy
-0.26,95.08,89.4,0.0,1001.12,21,6,11,Rainy,Cloudy
3.55,97.21,49.75,0.0,990.47,2,2,11,Rainy,Sunny
29.93,17.24,9.01,0.0,1021.54,7,1,12,Sunny,Sunny
2.89,97.68,48.56,0.61,978.76,15,1,10,Rainy,Rainy
11.25,84.95,41.69,0.0,988.77,4,3,10,Rainy,Rainy
24.59,46.68,47.27,3.65,1009.0,11,4,2,Cloudy,Sunny
36.31,30.83,21.76,3.91,1024.24,16,2,9,Sunny,Rainy
35.74,50.4,8.83,6.55,1014.63,16,0,4,Sunny,Sunny
13.96,50.22,31.7,0.0,999.31,19,6,9,Cloudy,Cloudy
17.19,45.31,44.64,0.82,1015.54,9,6,1,Cloudy,Cloudy
8.2,79.0,71.38,0.0,990.4,4,0,2,Rainy,Rainy
24.27,52.61,24.07,1.37,1000.25,17,6,7,Cloudy,Cloudy
15.93,70.32,13.87,1.79,1011.31,15,1,10,Cloudy,Sunny
48.31,53.78,1.86,0.0,1006.71,2,0,6,Sunny,Sunny
19.55,75.5,66.53,0.0,978.78,5,2,5,Rainy,Sunny
17.98,84.09,45.09,0.29,1007.11,16,0,6,Rainy,Rainy
22.71,80.17,77.6,0.14,993.92,10,0,7,Rainy,Rainy
23.64,66.91,36.71,1.33,1007.53,9,3,10,Cloudy,Sunny
31.96,20.57,6.45,8.83,1019.24,15,4,12,Sunny,Cloudy
8.24,75.46,86.78,0.0,997.16,4,0,2,Rainy,Rainy
16.4,64.84,24.76,3.8,1007.71,11,2,12,Cloudy,Rainy
35.93,17.75,7.38,3.36,1021.97,9,1,2,Sunny,Sunny
18.13,57.82,16.94,2.82,1003.23,16,5,1,Cloudy,Cloudy
19.18,57.1,34.87,2.42,999.06,11,0,12,Cloudy,Cloudy
2.44,80.35,73.87,0.0,985.77,22,1,10,Rainy,Cloudy
21.77,84.1,93.01,0.14,990.25,8,6,4,Rainy,Rainy
45.02,13.25,12.36,8.42,1017.43,13,2,8,Sunny,Sunny
44.25,42.36,12.92,0.0,1020.31,2,6,6,Sunny,Sunny
18.41,77.57,48.19,4.4,1000.37,12,2,10,Cloudy,Cloudy
29.56,45.1,21.19,0.0,1017.46,20,0,2,Sunny,Sunny
38.3,15.47,15.44,2.86,1021.68,9,4,2,Sunny,Sunny
17.78,84.2,41.81,0.0,981.42,22,4,5,Rainy,Cloudy
36.06,44.28,30.2,2.54,1001.6,12,6,6,Cloudy,Sunny
23.06,55.15,17.25,1.95,1016.55,12,6,12,Cloudy,Sunny
3.11,86.27,79.15,0.0,1007.46,20,3,2,Rainy,Rainy
22.55,80.26,70.63,0.0,994.71,7,1,7,Rainy,Rainy
24.05,66.76,37.89,2.21,1011.81,13,4,9,Cloudy,Cloudy
24.15,46.8,10.74,2.83,1009.45,12,2,9,Cloudy,Cloudy
39.04,43.94,4.52,7.04,1026.51,10,1,9,Sunny,Sunny
44.76,18.07,12.61,10.53,1029.6,13,5,4,Sunny,Sunny
27.46,69.37,33.99,4.06,1002.69,15,3,7,Cloudy,Sunny
11.44,68.45,29.45,0.0,1016.02,23,3,12,Cloudy,Cloudy
3.71,83.24,45.9,0.56,1002.18,13,6,1,Rainy,Rainy
40.98,27.08,16.27,0.0,1005.76,1,5,8,Sunny,Rainy
45.25,43.89,0.1,5.37,1012.67,13,2,4,Sunny,Sunny
29.56,44.46,8.34,10.54,1016.97,14,1,11,Sunny,Sunny
14.66,44.22,44.07,1.72,1012.58,13,2,11,Cloudy,Rainy
50.0,28.19,12.22,5.91,1005.74,12,1,5,Sunny,Sunny
4.61,92.26,75.74,0.11,991.69,8,0,12,Rainy,Rainy
35.79,76.14,45.8,0.0,1018.04,7,6,6,Cloudy,Sunny
27.31,43.62,12.48,0.65,1017.99,18,5,7,Cloudy,Rainy
38.59,17.29,9.96,5.04,1018.08,12,3,3,Sunny,Rainy
27.31,54.03,9.62,6.82,1016.8,14,6,11,Sunny,Sunny
16.52,84.15,76.96,0.24,975.41,17,5,6,Rainy,Sunny
7.79,92.1,44.01,0.83,980.82,12,6,11,Rainy,Rainy
39.57,32.73,3.3,0.0,1024.47,19,0,7,Sunny,Sunny
21.04,55.64,48.18,1.88,997.98,14,1,2,Cloudy,Rainy
16.26,81.38,47.02,1.29,978.71,13,3,9,Rainy,Rainy
30.36,46.65,0.65,0.0,1009.76,22,2,9,Sunny,Sunny
19.77,52.79,35.3,0.0,1013.81,1,6,10,Cloudy,Cloudy
34.4,27.6,0.68,0.0,1027.84,21,0,3,Sunny,Sunny
5.22,92.36,82.23,0.84,1002.84,14,5,1,Rainy,Cloudy
35.73,55.4,30.74,2.24,1016.92,11,6,5,Cloudy,Cloudy
30.98,28.29,19.05,6.46,1028.47,14,1,1,Sunny,Rainy
17.43,76.42,26.27,4.25,1007.98,14,5,11,Cloudy,Rainy
9.46,58.98,18.09,2.4,1005.84,17,3,12,Cloudy,Cloudy
4.08,92.88,92.88,0.34,1000.55,12,5,12,Rainy,Rainy
22.23,96.64,52.65,0.08,983.58,9,2,7,Rainy,Sunny
1.33,94.73,77.82,0.32,994.45,18,2,2,Rainy,Rainy
45.0,26.03,4.78,9.73,1010.33,14,5,5,Sunny,Sunny
36.75,47.33,27.95,3.3,1010.58,13,0,6,Cloudy,Cloudy
9.53,92.23,62.69,0.3,984.12,8,3,10,Rainy,Rainy
12.43,80.12,42.25,0.0,1011.15,23,1,12,Cloudy,Sunny
38.72,14.42,3.28,6.07,1020.26,16,0,4,Sunny,Sunny
36.05,67.58,39.89,0.93,1015.39,8,4,6,Cloudy,Cloudy
48.46,38.41,15.47,4.29,1013.67,9,3,8,Sunny,Sunny
25.88,56.96,28.15,0.0,998.58,23,2,8,Cloudy,Cloudy
42.36,18.26,0.91,9.97,1020.48,12,6,4,Sunny,Sunny
32.59,35.68,5.45,0.0,1024.14,22,1,3,Sunny,Sunny
3.06,68.87,82.5,0.15,1001.87,18,6,2,Rainy,Cloudy
6.54,86.78,76.05,0.0,1009.74,4,0,1,Rainy,Sunny
7.9,79.94,18.06,0.53,1009.94,18,3,1,Cloudy,Cloudy
27.19,45.22,16.42,4.55,1006.27,17,5,1,Sunny,Cloudy
24.36,64.19,39.96,2.91,1018.84,10,1,2,Cloudy,Cloudy
12.0,75.46,21.27,0.0,1005.87,19,5,11,Cloudy,Cloudy
16.85,64.1,31.01,4.07,1015.54,14,5,10,Cloudy,Sunny
43.2,18.67,1.55,0.0,1014.23,1,4,7,Sunny,Sunny
14.14,81.73,38.62,0.0,1014.86,23,4,11,Cloudy,Cloudy
24.43,30.79,5.24,1.8,1007.28,18,1,1,Sunny,Sunny
20.05,69.22,46.52,1.02,1003.44,10,2,5,Rainy,Sunny
41.92,34.5,17.71,5.95,1012.77,15,1,6,Sunny,Sunny
10.82,68.42,11.48,0.0,1018.14,19,6,12,Cloudy,Cloudy
11.69,86.58,83.5,0.0,992.75,22,6,8,Rainy,Rainy
16.73,51.57,16.02,0.0,1018.93,2,3,1,Cloudy,Cloudy
20.25,65.92,33.76,3.45,1019.6,10,1,1,Cloudy,Rainy
29.64,38.07,20.82,11.51,1007.6,14,4,2,Sunny,Sunny
17.09,70.35,96.12,0.0,997.51,0,5,6,Rainy,Rainy
22.05,76.06,43.75,4.57,1003.97,14,0,2,Cloudy,Rainy
49.42,29.44,12.42,6.03,1016.56,11,4,5,Sunny,Cloudy
34.17,24.16,10.9,0.0,1028.61,0,0,3,Sunny,Sunny
20.59,80.23,11.59,1.58,1004.07,13,4,10,Cloudy,Cloudy
19.64,54.47,36.68,0.0,1009.04,22,0,3,Cloudy,Rainy
14.32,76.18,83.57,0.42,989.79,9,3,2,Rainy,Rainy
18.13,96.77,85.45,0.0,983.79,23,5,5,Rainy,Rainy
40.72,25.01,20.03,4.54,1020.29,17,1,7,Sunny,Cloudy
32.83,20.41,1.62,7.21,1022.95,13,6,12,Sunny,Sunny
42.04,15.32,19.3,1.32,1025.91,8,1,9,Sunny,Sunny
7.55,69.26,44.5,0.35,1008.73,16,1,2,Rainy,Rainy
31.47,45.96,46.04,0.0,1016.07,1,0,6,Cloudy,Cloudy
21.44,97.87,63.14,0.0,990.23,2,6,5,Rainy,Rainy
24.83,33.49,0.43,1.42,1023.22,18,5,11,Sunny,Sunny
50.0,11.87,10.13,0.0,1015.89,7,2,6,Sunny,Sunny
45.08,42.7,10.21,8.42,1010.75,11,0,5,Sunny,Sunny
43.07,52.89,5.25,0.0,1008.24,3,2,7,Sunny,Sunny
31.97,40.08,18.59,1.34,1013.87,18,2,10,Sunny,Sunny
26.77,19.75,12.88,6.46,1013.7,15,3,1,Sunny,Cloudy
31.78,52.75,18.87,0.0,1024.85,2,5,11,Sunny,Cloudy
25.44,14.02,19.34,0.0,1019.91,20,0,1,Sunny,Sunny
26.93,60.94,26.2,0.0,1007.09,19,5,6,Cloudy,Cloudy
33.11,51.42,39.55,0.0,1010.38,2,3,8,Cloudy,Cloudy
12.96,86.36,70.34,0.0,991.19,7,2,9,Rainy,Rainy
22.68,79.25,43.56,3.46,1017.16,12,0,10,Cloudy,Cloudy
16.92,82.31,83.69,0.66,998.79,14,1,6,Rainy,Rainy
30.73,16.53,7.43,5.43,1022.11,10,6,12,Sunny,Cloudy
6.88,82.94,44.1,0.0,1005.53,1,1,2,Rainy,Rainy
24.45,78.02,50.67,0.69,980.45,10,1,7,Rainy,Rainy
28.5,48.88,31.57,0.0,1001.4,22,2,6,Cloudy,Sunny
13.83,57.5,21.9,0.0,1019.88,22,0,2,Cloudy,Cloudy
7.74,82.94,74.62,0.0,984.71,22,1,8,Rainy,Rainy
30.27,71.64,19.63,0.0,1009.09,4,0,4,Cloudy,Rainy
35.09,31.5,7.0,8.93,1025.66,14,6,3,Sunny,Rainy
17.49,74.37,98.9,1.16,996.82,11,3,8,Rainy,Sunny
16.98,66.29,37.45,4.42,1014.91,13,0,11,Cloudy,Cloudy
25.01,54.72,31.52,0.0,1011.32,20,4,3,Cloudy,Cloudy
17.01,77.81,34.16,3.16,1008.08,10,2,11,Cloudy,Cloudy
-0.74,72.83,90.64,0.18,982.09,18,1,11,Rainy,Cloudy
6.98,93.97,68.56,0.13,997.79,12,4,2,Rainy,Rainy
36.45,30.77,3.03,0.0,1021.19,5,2,2,Sunny,Sunny
30.12,65.09,28.65,1.09,1002.98,18,5,5,Cloudy,Cloudy
5.91,92.0,75.22,0.28,988.0,13,2,12,Rainy,Rainy
36.11,50.64,48.56,0.0,1003.89,7,4,6,Cloudy,Sunny
14.4,76.23,51.04,0.0,1009.03,3,2,4,Rainy,Cloudy
27.76,64.97,15.98,1.24,1016.43,18,3,6,Cloudy,Cloudy
11.59,62.74,27.84,0.99,999.32,18,4,10,Cloudy,Rainy
34.15,25.13,4.92,6.35,1016.3,14,3,10,Sunny,Cloudy
16.3,71.52,71.03,0.74,1003.75,13,1,3,Rainy,Rainy
24.52,62.24,14.09,0.0,1002.91,20,5,8,Cloudy,Sunny
30.8,27.87,13.18,3.06,1011.04,8,2,11,Sunny,Sunny
24.26,63.59,41.62,0.78,1015.91,18,2,8,Cloudy,Sunny
22.97,16.14,6.46,4.89,1017.51,17,1,12,Sunny,Rainy
4.05,80.98,76.49,0.0,1001.47,0,0,2,Rainy,Rainy
16.11,69.1,58.54,0.3,995.52,17,2,7,Rainy,Rainy
45.99,49.86,5.16,10.75,1007.84,13,3,7,Sunny,Sunny
7.85,96.14,91.12,0.0,996.01,20,0,9,Rainy,Sunny
32.14,28.02,8.91,0.0,1024.29,7,3,11,Sunny,Sunny
2.97,87.24,62.15,0.0,994.46,1,0,2,Rainy,Cloudy
31.65,64.08,28.25,0.0,1006.93,4,0,4,Cloudy,Cloudy
14.28,81.19,72.96,0.0,985.26,23,0,6,Rainy,Rainy
23.27,43.07,27.58,0.0,1011.87,3,1,9,Cloudy,Cloudy
32.41,26.3,19.02,2.22,1012.96,18,6,9,Sunny,Sunny
4.96,82.99,65.69,0.8,998.81,11,1,12,Rainy,Rainy
22.17,61.68,46.21,2.1,1013.45,9,5,10,Cloudy,Sunny
12.9,54.71,38.61,0.87,1006.72,18,2,11,Cloudy,Cloudy
10.41,71.34,64.7,1.28,1001.24,11,0,10,Rainy,Rainy
29.65,55.55,45.56,3.15,1015.36,16,6,6,Cloudy,Rainy
38.34,49.59,20.39,0.0,1005.61,22,6,4,Sunny,Rainy
11.46,74.05,84.26,0.38,992.86,8,1,10,Rainy,Rainy
36.21,43.54,7.63,11.27,1012.62,14,4,3,Sunny,Sunny
7.95,56.97,19.92,0.0,1018.42,21,1,1,Cloudy,Rainy
43.73,38.95,14.57,6.85,1008.86,11,2,5,Sunny,Sunny
33.12,16.46,15.91,9.2,1022.43,12,2,1,Sunny,Sunny
7.99,75.27,83.8,0.16,997.19,9,1,2,Rainy,Rainy
16.58,62.7,28.39,2.11,1005.02,15,4,10,Cloudy,Cloudy
38.76,38.46,12.15,0.0,1019.64,2,4,4,Sunny,Sunny
16.37,57.09,19.02,4.07,1010.91,13,1,1,Cloudy,Sunny
35.46,71.77,11.72,3.08,1018.29,10,5,7,Cloudy,Sunny
35.09,42.94,3.27,9.76,1026.36,11,4,1,Sunny,Sunny
18.74,93.2,81.66,1.04,986.54,14,1,7,Rainy,Rainy
16.23,66.57,11.12,3.4,1014.0,13,1,11,Cloudy,Cloudy
35.17,72.14,39.17,3.16,1011.89,11,5,5,Cloudy,Cloudy
25.84,47.61,30.83,2.44,1015.52,17,3,7,Cloudy,Cloudy
37.78,17.17,16.52,5.03,1022.77,15,4,9,Sunny,Sunny
17.83,44.73,41.44,4.32,998.6,11,1,12,Cloudy,Cloudy
26.47,47.17,28.26,2.51,1008.76,14,5,9,Cloudy,Cloudy
19.35,76.42,40.37,0.0,1015.81,21,3,3,Cloudy,Cloudy
32.23,23.26,5.76,0.0,1020.94,23,1,9,Sunny,Rainy
3.06,71.59,44.91,0.0,998.26,2,5,12,Rainy,Sunny
23.5,89.28,40.79,0.0,982.4,7,5,5,Rainy,Cloudy
23.87,85.83,74.67,0.0,1000.0,4,3,7,Rainy,Rainy
31.52,73.92,38.19,0.0,997.66,5,1,8,Cloudy,Rainy
15.65,91.98,64.89,0.07,980.02,18,4,5,Rainy,Sunny
33.52,75.79,32.94,1.89,1006.09,16,6,5,Cloudy,Cloudy
39.11,13.98,16.05,0.0,1020.05,22,6,8,Sunny,Rainy
23.22,64.7,25.5,0.7,1003.74,8,4,12,Cloudy,Cloudy
32.25,42.44,32.86,2.29,1004.48,10,6,8,Cloudy,Cloudy
29.71,73.59,30.04,0.47,1001.74,18,1,7,Cloudy,Cloudy
-0.59,82.88,66.29,0.0,995.22,23,5,2,Rainy,Rainy
32.96,78.86,8.33,1.75,1013.9,13,5,5,Cloudy,Sunny
18.07,49.07,19.63,2.0,1015.1,15,6,10,Cloudy,Cloudy
15.61,95.8,94.21,0.79,997.86,11,4,3,Rainy,Rainy
5.85,77.88,54.35,0.13,987.63,11,4,1,Rainy,Cloudy
21.21,59.82,45.64,1.06,1017.99,8,1,1,Cloudy,Cloudy
27.51,57.31,31.06,3.69,1013.35,12,4,8,Cloudy,Cloudy
24.62,22.92,14.58,6.38,1017.56,10,6,12,Sunny,Sunny
30.03,66.09,22.33,0.0,1015.07,3,6,4,Cloudy,Sunny
25.22,12.04,4.44,0.0,1023.8,23,5,12,Sunny,Cloudy
33.85,75.7,27.27,2.31,1009.2,9,3,4,Cloudy,Cloudy
19.09,71.5,42.21,2.08,1013.04,11,3,1,Cloudy,Rainy
20.06,54.19,35.93,0.0,1007.04,7,6,1,Cloudy,Cloudy
42.69,50.36,13.2,2.84,1022.44,9,6,8,Sunny,Sunny
19.86,76.36,53.76,0.7,994.45,12,3,5,Rainy,Cloudy
27.24,42.8,13.16,6.48,1027.83,15,1,1,Sunny,Sunny
33.56,37.98,17.98,7.8,1021.29,16,1,3,Sunny,Sunny
37.48,56.51,43.22,1.31,1001.87,9,6,6,Cloudy,Sunny
33.1,52.56,21.3,1.07,1012.71,10,2,4,Cloudy,Cloudy
8.87,85.42,67.47,0.24,981.62,10,2,10,Rainy,Rainy
38.22,21.92,4.87,0.0,1009.9,22,0,5,Sunny,Sunny
16.29,53.48,34.58,2.85,1001.34,14,6,2,Cloudy,Cloudy
26.66,48.59,44.33,4.74,1004.26,14,5,3,Cloudy,Cloudy
21.23,78.71,21.86,0.0,1002.15,3,3,10,Cloudy,Cloudy
45.21,15.67,13.4,0.0,1020.18,5,3,8,Sunny,Sunny
22.19,45.41,44.86,2.58,1009.4,15,3,3,Cloudy,Rainy
41.57,38.9,0.03,0.0,1022.78,0,1,5,Sunny,Cloudy
33.69,14.18,5.36,3.12,1016.49,9,6,11,Sunny,Rainy
19.46,62.1,32.67,0.0,1014.08,3,6,2,Cloudy,Cloudy
13.78,98.99,41.25,0.28,989.81,10,2,9,Rainy,Rainy
25.74,80.08,64.21,0.07,1001.43,8,3,6,Rainy,Rainy
42.25,18.13,13.0,10.29,1007.24,15,3,7,Sunny,Rainy
16.29,73.3,25.16,3.4,1014.68,14,6,10,Cloudy,Sunny
37.67,34.31,10.12,5.12,1024.58,10,4,10,Sunny,Sunny
15.73,94.23,68.73,0.0,982.58,5,5,3,Rainy,Rainy
18.67,71.19,38.17,0.0,997.65,3,1,10,Cloudy,Sunny
-4.74,98.32,58.13,0.19,976.46,16,3,11,Rainy,Rainy
32.25,54.94,4.43,0.0,1018.08,1,0,1,Sunny,Sunny
22.67,43.83,45.4,0.77,1018.37,8,2,3,Cloudy,Sunny
50.0,11.71,4.59,0.0,1012.15,7,4,7,Sunny,Sunny
38.65,17.95,7.88,3.26,1021.33,17,3,8,Sunny,Sunny
10.18,76.42,43.98,0.0,1008.28,20,1,1,Cloudy,Rainy
33.88,43.5,35.88,3.97,999.76,13,3,7,Cloudy,Cloudy
6.93,74.84,12.4,0.0,1013.99,20,4,12,Cloudy,Cloudy
50.0,53.19,13.32,9.41,1018.17,11,1,7,Sunny,Sunny
13.08,75.54,40.04,0.12,980.56,18,5,8,Rainy,Rainy
15.12,88.89,47.86,0.0,976.03,20,1,5,Rainy,Rainy
21.24,74.96,77.89,0.09,975.45,8,0,7,Rainy,Sunny
16.63,84.62,79.71,0.0,983.6,5,1,8,Rainy,Rainy
31.4,42.69,14.56,6.55,1006.71,16,1,11,Sunny,Sunny
37.07,42.05,9.02,4.47,1022.84,15,3,9,Sunny,Cloudy
6.89,75.89,87.39,0.26,1004.5,14,4,2,Rainy,Cloudy
24.4,46.57,47.4,0.0,1003.62,23,5,4,Cloudy,Sunny
20.72,44.52,44.06,0.0,1003.23,7,4,1,Cloudy,Rainy
15.04,75.49,83.2,0.32,999.45,16,2,7,Rainy,Rainy
37.72,68.73,18.18,2.45,1018.31,9,2,6,Cloudy,Cloudy
24.38,53.26,4.24,8.28,1027.73,15,1,11,Sunny,Sunny
12.35,64.94,20.39,1.23,1005.1,18,1,1,Cloudy,Cloudy
24.62,59.46,47.61,0.0,1003.01,20,5,7,Cloudy,Rainy
-0.14,83.13,46.69,0.86,985.86,16,6,12,Rainy,Rainy
15.66,62.2,27.48,4.16,1000.35,14,1,11,Cloudy,Rainy
-1.09,79.15,55.67,1.21,996.59,14,5,12,Rainy,Rainy
25.12,78.77,23.17,2.12,1015.46,14,4,3,Cloudy,Rainy
30.73,78.87,41.75,2.36,1000.63,9,5,8,Cloudy,Cloudy
-3.75,91.43,69.78,0.02,978.13,16,0,12,Rainy,Rainy
44.22,42.92,3.59,6.78,1008.05,11,0,9,Sunny,Cloudy
5.92,86.58,48.69,0.01,976.39,17,4,10,Rainy,Rainy
32.25,53.5,11.63,0.65,1009.81,8,2,5,Cloudy,Sunny
9.25,78.41,28.05,0.0,1019.15,20,1,1,Cloudy,Cloudy
29.47,49.36,49.8,2.53,997.74,14,1,7,Cloudy,Cloudy
17.94,83.42,70.32,1.13,982.56,15,6,7,Rainy,Rainy
1.97,95.81,81.96,0.72,1007.18,17,4,2,Rainy,Rainy
